dn_id,invoice_id,customer_id,delivery_date,delivery_method,dn_return_date,status_dn,customer_name,customer_type,region,alamat,payment_terms,customer_status
DN240552,010052,RSS020,2024-12-07,Third-Party Courier,,Pending,RS Mardhiyah,RS Swasta,Bekasi,"Jalan Astana Anyar No. 6, Bandung, BE 93629",NET 30,Active
DN240553,010053,RSS052,2024-05-21,Internal,2024-06-19,Late,RS Mansur,RS Swasta,Jakarta Selatan,"Jalan Jamika No. 8, Salatiga, KR 58806",NET 30,Active
DN240554,010054,KLN003,2024-02-12,Internal,,Pending,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240555,010055,KLN003,2024-02-10,Third-Party Courier,2024-03-26,Late,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240556,010056,RSP025,2024-02-22,Internal,2024-02-28,Received,RSUD Yuliarti,RS Pemerintah,Jakarta Utara,"Gg. Peta No. 4, Yogyakarta, Kalimantan Barat 13864",NET 45,Active
DN240557,010057,RSP025,2024-02-19,Internal,2024-02-28,Received,RSUD Yuliarti,RS Pemerintah,Jakarta Utara,"Gg. Peta No. 4, Yogyakarta, Kalimantan Barat 13864",NET 45,Active
DN240558,010058,RSP026,2024-04-07,Internal,2024-04-10,Received,RSUD Purwanti,RS Pemerintah,Bogor,"Jl. Rawamangun No. 87, Kota Administrasi Jakarta Pusat, Papua Barat 40960",NET 45,Active
DN240559,010059,RSS019,2024-03-28,Internal,2024-03-30,Received,RS Hidayat,RS Swasta,Jakarta Barat,"Jl. Rungkut Industri No. 2, Tegal, KU 22051",NET 30,Active
DN240560,010060,RSS019,2024-03-30,Internal,2024-04-15,Late,RS Hidayat,RS Swasta,Jakarta Barat,"Jl. Rungkut Industri No. 2, Tegal, KU 22051",NET 30,Active
DN240561,010061,RSS081,2024-11-08,Third-Party Courier,2024-11-29,Late,RS Kuswandari,RS Swasta,Bekasi,"Jalan Ciumbuleuit No. 16, Banjarbaru, JT 91797",NET 30,Active
DN240562,010062,RSS020,2024-06-02,Third-Party Courier,,Pending,RS Mardhiyah,RS Swasta,Bekasi,"Jalan Astana Anyar No. 6, Bandung, BE 93629",NET 30,Active
DN240563,010063,RSP012,2024-01-05,Third-Party Courier,2024-02-14,Late,RSUD Pertiwi,RS Pemerintah,Bekasi,"Jalan Cikutra Timur No. 50, Tanjungpinang, Sulawesi Tengah 09457",NET 45,Active
DN240564,010064,KLN030,2024-03-08,Internal,2024-03-16,Received,Klinik Laksita,Klinik,Jakarta Selatan,"Gang Suryakencana No. 17, Prabumulih, JT 35347",NET 30,Active
DN240565,010065,KLN030,2024-03-06,Internal,2024-03-13,Received,Klinik Laksita,Klinik,Jakarta Selatan,"Gang Suryakencana No. 17, Prabumulih, JT 35347",NET 30,Active
DN240566,010066,RSP005,2024-01-21,Third-Party Courier,2024-01-24,Received,RSUD Pertiwi,RS Pemerintah,Depok,"Jl. Jend. Sudirman No. 40, Cimahi, KB 37680",NET 45,Active
DN240567,010067,RSS008,2024-02-27,Internal,2024-03-02,Received,RS Dabukke,RS Swasta,Jakarta Selatan,"Gg. Dr. Djunjunan No. 5, Kediri, LA 93848",NET 30,Active
DN240568,010068,RSS008,2024-02-28,Internal,2024-03-04,Received,RS Dabukke,RS Swasta,Jakarta Selatan,"Gg. Dr. Djunjunan No. 5, Kediri, LA 93848",NET 30,Active
DN240569,010069,KLN008,2024-09-03,Internal,2024-09-11,Received,Klinik Permadi,Klinik,Jakarta Timur,"Gg. Sentot Alibasa No. 00, Ambon, KU 23366",NET 30,Active
DN240570,010070,RSP031,2024-07-31,Third-Party Courier,2024-08-02,Received,RSUD Pradana,RS Pemerintah,Bogor,"Jalan Kutai No. 899, Magelang, Lampung 47109",NET 45,Active
DN240571,010071,RSP031,2024-07-28,Internal,2024-07-31,Received,RSUD Pradana,RS Pemerintah,Bogor,"Jalan Kutai No. 899, Magelang, Lampung 47109",NET 45,Active
DN240572,010072,RSS073,2024-08-11,Internal,2024-08-19,Received,RS Suartini,RS Swasta,Depok,"Jl. Siliwangi No. 000, Bandar Lampung, MA 06915",NET 30,Active
DN240573,010073,RSS073,2024-08-09,Internal,2024-09-04,Late,RS Suartini,RS Swasta,Depok,"Jl. Siliwangi No. 000, Bandar Lampung, MA 06915",NET 30,Active
DN240574,010074,KLN072,2024-04-11,Internal,2024-04-21,Received,Klinik Nashiruddin,Klinik,Jakarta Selatan,"Jalan Dipatiukur No. 1, Kota Administrasi Jakarta Timur, Sulawesi Utara 43637",NET 30,Active
DN240575,010075,RSP014,2025-01-02,Internal,2025-01-28,Late,RSUD Pradana,RS Pemerintah,Jakarta Barat,"Gg. Laswi No. 502, Kota Administrasi Jakarta Selatan, KI 82623",NET 45,Active
DN240576,010076,RSP029,2024-07-25,Internal,2024-08-04,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240577,010077,RSS002,2024-08-23,Third-Party Courier,2024-08-25,Received,RS Wasita,RS Swasta,Jakarta Utara,"Gg. Surapati No. 10, Surakarta, Maluku Utara 15272",NET 30,Active
DN240578,010078,RSP017,2024-11-29,Third-Party Courier,2024-12-03,Received,RSUD Prasetya,RS Pemerintah,Jakarta Barat,"Jalan Bangka Raya No. 3, Sawahlunto, NB 00153",NET 45,Active
DN240579,010079,RSP047,2024-01-11,Third-Party Courier,2024-01-20,Received,RSUD Yolanda,RS Pemerintah,Depok,"Jl. Astana Anyar No. 4, Batu, Papua Barat 60290",NET 45,Active
DN240580,010080,RSP047,2024-01-07,Third-Party Courier,2024-01-11,Received,RSUD Yolanda,RS Pemerintah,Depok,"Jl. Astana Anyar No. 4, Batu, Papua Barat 60290",NET 45,Active
DN240581,010081,RSS053,2024-03-27,Internal,2024-03-29,Received,RS Mahendra,RS Swasta,Jakarta Barat,"Gg. Peta No. 6, Kota Administrasi Jakarta Selatan, Kalimantan Barat 09600",NET 30,Active
DN240582,010082,RSS053,2024-02-28,Third-Party Courier,,Pending,RS Mahendra,RS Swasta,Jakarta Barat,"Gg. Peta No. 6, Kota Administrasi Jakarta Selatan, Kalimantan Barat 09600",NET 30,Active
DN240583,010083,RSP036,2024-02-26,Internal,2024-03-03,Received,RSUD Wulandari,RS Pemerintah,Depok,"Jl. S. Parman No. 3, Tanjungpinang, KR 86766",NET 45,Active
DN240584,010084,KLN043,2024-11-19,Internal,2024-11-24,Received,Klinik Suwarno,Klinik,Jakarta Barat,"Jl. Stasiun Wonokromo No. 6, Banda Aceh, KS 32906",NET 30,Active
DN240585,010085,KLN043,2024-11-20,Internal,2024-12-22,Late,Klinik Suwarno,Klinik,Jakarta Barat,"Jl. Stasiun Wonokromo No. 6, Banda Aceh, KS 32906",NET 30,Active
DN240586,010086,RSP007,2024-07-06,Internal,2024-07-12,Received,RSUD Wulandari,RS Pemerintah,Bogor,"Jl. Raya Ujungberung No. 6, Magelang, Sulawesi Barat 84513",NET 45,Active
DN240587,010087,KLN024,2024-11-18,Internal,2024-11-27,Received,Klinik Hasanah,Klinik,Jakarta Barat,"Gang Gardujati No. 183, Samarinda, Maluku 76533",NET 30,Active
DN240588,010088,KLN024,2024-11-17,Third-Party Courier,2024-11-25,Received,Klinik Hasanah,Klinik,Jakarta Barat,"Gang Gardujati No. 183, Samarinda, Maluku 76533",NET 30,Active
DN240589,010089,RSS063,2024-07-02,Third-Party Courier,2024-07-10,Received,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240590,010090,RSS031,2024-01-12,Third-Party Courier,2024-02-10,Late,RS Pranowo,RS Swasta,Jakarta Selatan,"Jalan Moch. Ramdan No. 214, Tanjungbalai, KU 44727",NET 30,Active
DN240591,010091,RSS044,2024-04-20,Third-Party Courier,2024-05-05,Late,RS Permata,RS Swasta,Jakarta Selatan,"Jalan Peta No. 772, Kota Administrasi Jakarta Pusat, AC 05451",NET 30,Active
DN240592,010092,RSS044,2024-04-20,Third-Party Courier,2024-04-24,Received,RS Permata,RS Swasta,Jakarta Selatan,"Jalan Peta No. 772, Kota Administrasi Jakarta Pusat, AC 05451",NET 30,Active
DN240593,010093,RSS012,2024-08-30,Third-Party Courier,2024-09-29,Late,RS Haryanto,RS Swasta,Tangerang,"Gg. Raya Ujungberung No. 7, Bontang, Gorontalo 21353",NET 30,Active
DN240594,010094,RSS021,2024-10-24,Third-Party Courier,2024-10-27,Received,RS Wijaya,RS Swasta,Tangerang,"Gang PHH. Mustofa No. 96, Sukabumi, Jawa Timur 86586",NET 30,Active
DN240595,010095,RSS021,2024-10-23,Internal,2024-10-31,Received,RS Wijaya,RS Swasta,Tangerang,"Gang PHH. Mustofa No. 96, Sukabumi, Jawa Timur 86586",NET 30,Active
DN240596,010096,RSP049,2024-04-12,Internal,2024-05-08,Late,RSUD Gunarto,RS Pemerintah,Jakarta Selatan,"Gg. M.T Haryono No. 2, Bogor, Kalimantan Timur 11787",NET 45,Active
DN240597,010097,RSP049,2024-04-13,Internal,2024-04-20,Received,RSUD Gunarto,RS Pemerintah,Jakarta Selatan,"Gg. M.T Haryono No. 2, Bogor, Kalimantan Timur 11787",NET 45,Active
DN240598,010098,RSP029,2024-07-04,Internal,2024-07-13,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240599,010099,KLN001,2024-10-30,Internal,2024-11-09,Received,Klinik Laksita,Klinik,Jakarta Timur,"Gang Surapati No. 0, Payakumbuh, Bali 83302",NET 30,Active
DN240600,010100,KLN001,2024-10-31,Third-Party Courier,2024-11-08,Received,Klinik Laksita,Klinik,Jakarta Timur,"Gang Surapati No. 0, Payakumbuh, Bali 83302",NET 30,Active
DN240601,010101,KLN039,2024-05-04,Internal,2024-05-11,Received,Klinik Halimah,Klinik,Bekasi,"Gang Cikapayang No. 85, Tangerang Selatan, Maluku 00119",NET 30,Active
DN240602,010102,RSS057,2024-07-02,Internal,2024-07-09,Received,RS Wijaya,RS Swasta,Tangerang,"Jl. Ir. H. Djuanda No. 5, Kota Administrasi Jakarta Barat, JB 57378",NET 30,Active
DN240603,010103,RSS057,2024-07-03,Internal,2024-07-20,Late,RS Wijaya,RS Swasta,Tangerang,"Jl. Ir. H. Djuanda No. 5, Kota Administrasi Jakarta Barat, JB 57378",NET 30,Active
DN240604,010104,RSP034,2024-05-07,Internal,2024-05-16,Received,RSUD Tarihoran,RS Pemerintah,Jakarta Barat,"Jl. Rumah Sakit No. 895, Probolinggo, Nusa Tenggara Timur 61113",NET 45,Active
DN240605,010105,RSS034,2024-11-26,Third-Party Courier,2024-12-02,Received,RS Namaga,RS Swasta,Depok,"Gg. Suniaraja No. 5, Bima, ST 29799",NET 30,Active
DN240606,010106,KLN034,2024-08-22,Third-Party Courier,2024-10-02,Late,Klinik Wibowo,Klinik,Bogor,"Jl. Merdeka No. 005, Banjar, YO 83711",NET 30,Active
DN240607,010107,RSP014,2024-05-21,Internal,2024-05-25,Received,RSUD Pradana,RS Pemerintah,Jakarta Barat,"Gg. Laswi No. 502, Kota Administrasi Jakarta Selatan, KI 82623",NET 45,Active
DN240608,010108,RSS030,2024-02-02,Third-Party Courier,2024-02-28,Late,RS Yulianti,RS Swasta,Bekasi,"Gang Merdeka No. 737, Parepare, Bengkulu 13524",NET 30,Active
DN240609,010109,RSS010,2024-02-12,Internal,2024-02-20,Received,RS Ardianto,RS Swasta,Jakarta Barat,"Gang M.H Thamrin No. 5, Sukabumi, SR 33778",NET 30,Active
DN240610,010110,RSS017,2024-05-17,Third-Party Courier,2024-05-22,Received,RS Yolanda,RS Swasta,Bogor,"Gg. Medokan Ayu No. 656, Yogyakarta, Lampung 08134",NET 30,Active
DN240611,010111,RSS057,2024-12-17,Third-Party Courier,2024-12-24,Received,RS Wijaya,RS Swasta,Tangerang,"Jl. Ir. H. Djuanda No. 5, Kota Administrasi Jakarta Barat, JB 57378",NET 30,Active
DN240612,010112,RSS008,2024-03-04,Internal,2024-03-24,Late,RS Dabukke,RS Swasta,Jakarta Selatan,"Gg. Dr. Djunjunan No. 5, Kediri, LA 93848",NET 30,Active
DN240613,010113,RSP052,2024-02-18,Internal,2024-02-28,Received,RSUD Wahyuni,RS Pemerintah,Jakarta Timur,"Gg. Gedebage Selatan No. 12, Malang, KU 48302",NET 45,Active
DN240614,010114,RSP052,2024-02-17,Internal,2024-02-25,Received,RSUD Wahyuni,RS Pemerintah,Jakarta Timur,"Gg. Gedebage Selatan No. 12, Malang, KU 48302",NET 45,Active
DN240615,010115,RSS061,2024-01-07,Third-Party Courier,2024-01-14,Received,RS Ardianto,RS Swasta,Bogor,"Jl. Ir. H. Djuanda No. 466, Bandung, SG 80941",NET 30,Active
DN240616,010116,KLN041,2024-03-31,Internal,2024-04-04,Received,Klinik Suryatmi,Klinik,Jakarta Timur,"Gang Tubagus Ismail No. 80, Pariaman, MU 03775",NET 30,Active
DN240617,010117,RSS001,2024-08-15,Internal,2024-08-19,Received,RS Suryono,RS Swasta,Tangerang,"Gang Dipatiukur No. 1, Tebingtinggi, Kepulauan Riau 46986",NET 30,Active
DN240618,010118,RSS001,2024-08-16,Third-Party Courier,2024-08-21,Received,RS Suryono,RS Swasta,Tangerang,"Gang Dipatiukur No. 1, Tebingtinggi, Kepulauan Riau 46986",NET 30,Active
DN240619,010119,RSS030,2024-12-03,Third-Party Courier,,Pending,RS Yulianti,RS Swasta,Bekasi,"Gang Merdeka No. 737, Parepare, Bengkulu 13524",NET 30,Active
DN240620,010120,RSS030,2024-12-03,Third-Party Courier,2024-12-12,Received,RS Yulianti,RS Swasta,Bekasi,"Gang Merdeka No. 737, Parepare, Bengkulu 13524",NET 30,Active
DN240621,010121,RSP029,2024-11-19,Internal,2024-11-25,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240622,010122,RSP029,2024-11-19,Third-Party Courier,2024-11-26,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240623,010123,RSS017,2024-12-22,Third-Party Courier,2025-01-22,Late,RS Yolanda,RS Swasta,Bogor,"Gg. Medokan Ayu No. 656, Yogyakarta, Lampung 08134",NET 30,Active
DN240624,010124,RSS017,2024-12-22,Third-Party Courier,2024-12-31,Received,RS Yolanda,RS Swasta,Bogor,"Gg. Medokan Ayu No. 656, Yogyakarta, Lampung 08134",NET 30,Active
DN240625,010125,KLN026,2024-08-06,Third-Party Courier,2024-08-14,Received,Klinik Hardiansyah,Klinik,Tangerang,"Gg. Jend. A. Yani No. 3, Surakarta, KB 61820",NET 30,Active
DN240626,010126,KLN019,2024-06-02,Internal,2024-06-09,Received,Klinik Padmasari,Klinik,Tangerang,"Gg. Astana Anyar No. 33, Bontang, Kalimantan Barat 07263",NET 30,Active
DN240627,010127,KLN014,2024-04-22,Internal,2024-04-30,Received,Klinik Sitompul,Klinik,Jakarta Utara,"Gang H.J Maemunah No. 03, Kotamobagu, KS 13013",NET 30,Active
DN240628,010128,KLN057,2024-12-17,Internal,,Pending,Klinik Prakasa,Klinik,Jakarta Pusat,"Gg. Moch. Ramdan No. 30, Malang, MU 91208",NET 30,Active
DN240629,010129,KLN057,2024-12-17,Internal,2025-01-02,Late,Klinik Prakasa,Klinik,Jakarta Pusat,"Gg. Moch. Ramdan No. 30, Malang, MU 91208",NET 30,Active
DN240630,010130,RSS048,2024-10-03,Internal,2024-10-05,Received,RS Sitorus,RS Swasta,Jakarta Barat,"Jalan Pasirkoja No. 42, Kendari, Banten 21343",NET 30,Active
DN240631,010131,RSS048,2024-10-02,Third-Party Courier,2024-10-22,Late,RS Sitorus,RS Swasta,Jakarta Barat,"Jalan Pasirkoja No. 42, Kendari, Banten 21343",NET 30,Active
DN240632,010132,KLN030,2024-01-18,Third-Party Courier,2024-02-04,Late,Klinik Laksita,Klinik,Jakarta Selatan,"Gang Suryakencana No. 17, Prabumulih, JT 35347",NET 30,Active
DN240633,010133,KLN030,2024-01-18,Internal,2024-01-26,Received,Klinik Laksita,Klinik,Jakarta Selatan,"Gang Suryakencana No. 17, Prabumulih, JT 35347",NET 30,Active
DN240634,010134,KLN052,2024-06-15,Third-Party Courier,2024-07-21,Late,Klinik Sihotang,Klinik,Jakarta Barat,"Gang Kapten Muslihat No. 199, Ternate, ST 41261",NET 30,Active
DN240635,010135,KLN059,2024-10-13,Internal,2024-10-23,Received,Klinik Wahyudin,Klinik,Jakarta Timur,"Gang Siliwangi No. 97, Pekalongan, DKI Jakarta 67319",NET 30,Active
DN240636,010136,RSP024,2024-09-23,Third-Party Courier,2024-10-19,Late,RSUD Yuniar,RS Pemerintah,Bekasi,"Jl. Wonoayu No. 5, Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 20154",NET 45,Active
DN240637,010137,RSS010,2024-02-06,Internal,2024-02-13,Received,RS Ardianto,RS Swasta,Jakarta Barat,"Gang M.H Thamrin No. 5, Sukabumi, SR 33778",NET 30,Active
DN240638,010138,KLN068,2024-05-18,Internal,,Pending,Klinik Safitri,Klinik,Jakarta Utara,"Gg. Pasteur No. 77, Denpasar, Sumatera Selatan 83826",NET 30,Active
DN240639,010139,RSS058,2024-11-30,Third-Party Courier,2024-12-02,Received,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240640,010140,KLN068,2024-05-23,Internal,,Pending,Klinik Safitri,Klinik,Jakarta Utara,"Gg. Pasteur No. 77, Denpasar, Sumatera Selatan 83826",NET 30,Active
DN240641,010141,RSP036,2024-09-18,Third-Party Courier,2024-09-22,Received,RSUD Wulandari,RS Pemerintah,Depok,"Jl. S. Parman No. 3, Tanjungpinang, KR 86766",NET 45,Active
DN240642,010142,RSS004,2024-05-19,Internal,2024-05-24,Received,RS Waskita,RS Swasta,Jakarta Barat,"Gg. Sentot Alibasa No. 540, Tebingtinggi, RI 20974",NET 30,Active
DN240643,010143,RSS004,2024-05-20,Internal,2024-05-27,Received,RS Waskita,RS Swasta,Jakarta Barat,"Gg. Sentot Alibasa No. 540, Tebingtinggi, RI 20974",NET 30,Active
DN240644,010144,RSS033,2024-06-30,Internal,2024-07-08,Received,RS Wijayanti,RS Swasta,Jakarta Utara,"Jalan Jend. Sudirman No. 16, Kotamobagu, Papua Barat 11606",NET 30,Active
DN240645,010145,RSP037,2024-07-08,Internal,2024-08-13,Late,RSUD Pradana,RS Pemerintah,Depok,"Jalan Joyoboyo No. 4, Sukabumi, JT 49296",NET 45,Active
DN240646,010146,RSS008,2024-06-23,Third-Party Courier,2024-07-25,Late,RS Dabukke,RS Swasta,Jakarta Selatan,"Gg. Dr. Djunjunan No. 5, Kediri, LA 93848",NET 30,Active
DN240647,010147,RSS042,2024-03-01,Internal,,Pending,RS Melani,RS Swasta,Bekasi,"Jalan Rawamangun No. 63, Kota Administrasi Jakarta Pusat, Maluku 89452",NET 30,Active
DN240648,010148,RSS063,2024-05-29,Internal,2024-06-24,Late,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240649,010149,RSS063,2024-05-27,Third-Party Courier,2024-06-04,Received,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240650,010150,RSP046,2024-08-05,Third-Party Courier,2024-08-09,Received,RSUD Kusmawati,RS Pemerintah,Depok,"Jl. Jakarta No. 898, Prabumulih, GO 95803",NET 45,Active
DN240651,010151,RSS082,2024-08-04,Internal,2024-08-12,Received,RS Prasetya,RS Swasta,Jakarta Utara,"Gang Joyoboyo No. 8, Bandar Lampung, Sumatera Barat 39409",NET 30,Active
DN240652,010152,RSS082,2024-08-03,Third-Party Courier,2024-08-07,Received,RS Prasetya,RS Swasta,Jakarta Utara,"Gang Joyoboyo No. 8, Bandar Lampung, Sumatera Barat 39409",NET 30,Active
DN240653,010153,RSP040,2024-11-14,Third-Party Courier,2024-11-21,Received,RSUD Tarihoran,RS Pemerintah,Bekasi,"Gang Peta No. 055, Palangkaraya, Riau 65418",NET 45,Active
DN240654,010154,RSS058,2024-06-22,Internal,2024-06-24,Received,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240655,010155,RSS058,2024-06-19,Internal,,Pending,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240656,010156,RSS039,2024-07-29,Internal,2024-08-03,Received,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240657,010157,RSS082,2024-03-31,Internal,2024-04-03,Received,RS Prasetya,RS Swasta,Jakarta Utara,"Gang Joyoboyo No. 8, Bandar Lampung, Sumatera Barat 39409",NET 30,Active
DN240658,010158,KLN073,2024-10-16,Internal,2024-10-26,Received,Klinik Maryati,Klinik,Jakarta Barat,"Jl. M.H Thamrin No. 7, Kota Administrasi Jakarta Barat, ST 47314",NET 30,Active
DN240659,010159,KLN073,2024-10-18,Third-Party Courier,,Pending,Klinik Maryati,Klinik,Jakarta Barat,"Jl. M.H Thamrin No. 7, Kota Administrasi Jakarta Barat, ST 47314",NET 30,Active
DN240660,010160,RSS047,2024-12-07,Third-Party Courier,2024-12-11,Received,RS Yolanda,RS Swasta,Depok,"Jl. Setiabudhi No. 85, Surakarta, Maluku Utara 60761",NET 30,Active
DN240661,010161,RSS078,2024-12-27,Internal,2025-01-01,Received,RS Permata,RS Swasta,Bogor,"Jl. HOS. Cokroaminoto No. 235, Sawahlunto, KR 10375",NET 30,Active
DN240662,010162,RSS016,2024-02-27,Internal,2024-03-02,Received,RS Natsir,RS Swasta,Tangerang,"Gg. W.R. Supratman No. 2, Surabaya, RI 30777",NET 30,Active
DN240663,010163,KLN048,2024-11-23,Internal,,Pending,Klinik Yulianti,Klinik,Jakarta Barat,"Jl. Sentot Alibasa No. 30, Bitung, KS 23572",NET 30,Active
DN240664,010164,KLN021,2024-12-10,Internal,2024-12-17,Received,Klinik Sinaga,Klinik,Jakarta Barat,"Gang Peta No. 7, Surakarta, Sumatera Utara 88637",NET 30,Active
DN240665,010165,KLN021,2024-12-11,Internal,2024-12-14,Received,Klinik Sinaga,Klinik,Jakarta Barat,"Gang Peta No. 7, Surakarta, Sumatera Utara 88637",NET 30,Active
DN240666,010166,RSS043,2024-10-20,Third-Party Courier,2024-10-30,Received,RS Wacana,RS Swasta,Bogor,"Gang Rajawali Barat No. 1, Pekalongan, NB 17459",NET 30,Active
DN240667,010167,RSS043,2024-10-21,Third-Party Courier,2024-11-20,Late,RS Wacana,RS Swasta,Bogor,"Gang Rajawali Barat No. 1, Pekalongan, NB 17459",NET 30,Active
DN240668,010168,KLN003,2024-12-03,Third-Party Courier,2025-01-08,Late,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240669,010169,KLN003,2024-12-02,Third-Party Courier,2024-12-04,Received,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240670,010170,RSS045,2024-02-24,Third-Party Courier,2024-03-10,Late,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240671,010171,KLN056,2024-08-10,Internal,,Pending,Klinik Budiyanto,Klinik,Tangerang,"Jl. BKR No. 33, Bima, JB 75322",NET 30,Active
DN240672,010172,RSP041,2024-01-08,Internal,2024-01-11,Received,RSUD Prakasa,RS Pemerintah,Jakarta Barat,"Jalan Gardujati No. 06, Cimahi, AC 32340",NET 45,Active
DN240673,010173,RSP004,2024-12-07,Internal,2024-12-15,Received,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240674,010174,RSP004,2024-12-05,Third-Party Courier,2024-12-11,Received,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240675,010175,KLN065,2024-10-12,Internal,2024-10-29,Late,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240676,010176,KLN065,2024-10-13,Internal,2024-10-21,Received,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240677,010177,RSP017,2024-04-07,Third-Party Courier,2024-05-04,Late,RSUD Prasetya,RS Pemerintah,Jakarta Barat,"Jalan Bangka Raya No. 3, Sawahlunto, NB 00153",NET 45,Active
DN240678,010178,RSP013,2024-01-20,Internal,2024-01-26,Received,RSUD Pradipta,RS Pemerintah,Jakarta Pusat,"Gg. Asia Afrika No. 6, Bitung, Sulawesi Tengah 38473",NET 45,Active
DN240679,010179,RSS050,2024-03-28,Internal,2024-03-30,Received,RS Kusmawati,RS Swasta,Bogor,"Jalan Ahmad Yani No. 8, Sukabumi, Sulawesi Selatan 16774",NET 30,Active
DN240680,010180,RSS019,2024-11-12,Third-Party Courier,2024-11-22,Received,RS Hidayat,RS Swasta,Jakarta Barat,"Jl. Rungkut Industri No. 2, Tegal, KU 22051",NET 30,Active
DN240681,010181,RSS019,2024-11-15,Internal,2024-11-20,Received,RS Hidayat,RS Swasta,Jakarta Barat,"Jl. Rungkut Industri No. 2, Tegal, KU 22051",NET 30,Active
DN240682,010182,KLN033,2024-11-20,Internal,,Pending,Klinik Hutapea,Klinik,Jakarta Barat,"Gg. Tebet Barat Dalam No. 86, Pekalongan, AC 89184",NET 30,Active
DN240683,010183,KLN033,2024-11-23,Internal,2024-11-29,Received,Klinik Hutapea,Klinik,Jakarta Barat,"Gg. Tebet Barat Dalam No. 86, Pekalongan, AC 89184",NET 30,Active
